"chr" "all.intron.nums" "all.rev.intron.nums" "all.intron.starts" "all.intron.stops" "all.atgs"
"37601" "4" "5" "1" "3665658" "3665745" "Parent=AT4G06598.1"
"37602" "4" "1" "2" "3683745" "3683822" "Parent=AT4G06603.1"
"37603" "4" "2" "1" "3684525" "3684594" "Parent=AT4G06603.1"
"37604" "4" "1" "10" "3899089" "3899168" "Parent=AT4G06676.1"
"37605" "4" "2" "9" "3899233" "3899705" "Parent=AT4G06676.1"
"37606" "4" "3" "8" "3899846" "3899968" "Parent=AT4G06676.1"
"37607" "4" "4" "7" "3900020" "3900257" "Parent=AT4G06676.1"
"37608" "4" "5" "6" "3900391" "3900488" "Parent=AT4G06676.1"
"37609" "4" "6" "5" "3900551" "3900650" "Parent=AT4G06676.1"
"37610" "4" "7" "4" "3900735" "3900838" "Parent=AT4G06676.1"
"37611" "4" "8" "3" "3900920" "3901001" "Parent=AT4G06676.1"
"37612" "4" "9" "2" "3901077" "3901161" "Parent=AT4G06676.1"
"37613" "4" "10" "1" "3901276" "3901541" "Parent=AT4G06676.1"
"37614" "4" "1" "8" "3920964" "3921059" "Parent=AT4G06688.1"
"37615" "4" "2" "7" "3921108" "3921200" "Parent=AT4G06688.1"
"37616" "4" "3" "6" "3921647" "3921722" "Parent=AT4G06688.1"
"37617" "4" "4" "5" "3921834" "3922024" "Parent=AT4G06688.1"
"37618" "4" "5" "4" "3922151" "3922598" "Parent=AT4G06688.1"
"37619" "4" "6" "3" "3922753" "3922944" "Parent=AT4G06688.1"
"37620" "4" "7" "2" "3923224" "3923843" "Parent=AT4G06688.1"
"37621" "4" "8" "1" "3923995" "3924206" "Parent=AT4G06688.1"
"37622" "4" "1" "4" "4106638" "4106728" "Parent=AT4G07031.1"
"37623" "4" "2" "3" "4106842" "4106985" "Parent=AT4G07031.1"
"37624" "4" "3" "2" "4107085" "4107249" "Parent=AT4G07031.1"
"37625" "4" "4" "1" "4107333" "4107431" "Parent=AT4G07031.1"
"37626" "4" "1" "3" "4108614" "4108692" "Parent=AT4G07310.1"
"37627" "4" "2" "2" "4108956" "4109089" "Parent=AT4G07310.1"
"37628" "4" "3" "1" "4109191" "4109267" "Parent=AT4G07310.1"
"37629" "4" "1" "7" "4195896" "4195972" "Parent=AT4G07390.1"
"37630" "4" "2" "6" "4196125" "4196206" "Parent=AT4G07390.1"
"37631" "4" "3" "5" "4196278" "4196362" "Parent=AT4G07390.1"
"37632" "4" "4" "4" "4196428" "4196525" "Parent=AT4G07390.1"
"37633" "4" "5" "3" "4196584" "4196917" "Parent=AT4G07390.1"
"37634" "4" "6" "2" "4196977" "4197071" "Parent=AT4G07390.1"
"37635" "4" "7" "1" "4197112" "4197214" "Parent=AT4G07390.1"
"37636" "4" "1" "3" "4257941" "4258059" "Parent=AT4G07460.1"
"37637" "4" "2" "2" "4258221" "4258438" "Parent=AT4G07460.1"
"37638" "4" "3" "1" "4258573" "4259080" "Parent=AT4G07460.1"
"37639" "4" "1" "3" "4269010" "4269150" "Parent=AT4G07480.1"
"37640" "4" "2" "2" "4269406" "4269843" "Parent=AT4G07480.1"
"37641" "4" "3" "1" "4269931" "4270129" "Parent=AT4G07480.1"
"37642" "4" "1" "6" "4312393" "4312481" "Parent=AT4G07510.1"
"37643" "4" "2" "5" "4312610" "4312698" "Parent=AT4G07510.1"
"37644" "4" "3" "4" "4312881" "4312953" "Parent=AT4G07510.1"
"37645" "4" "4" "3" "4313052" "4313163" "Parent=AT4G07510.1"
"37646" "4" "5" "2" "4313227" "4313286" "Parent=AT4G07510.1"
"37647" "4" "6" "1" "4313398" "4313458" "Parent=AT4G07510.1"
"37648" "4" "1" "3" "4463394" "4463759" "Parent=AT4G07670.1"
"37649" "4" "2" "2" "4463810" "4463890" "Parent=AT4G07670.1"
"37650" "4" "3" "1" "4463995" "4464056" "Parent=AT4G07670.1"
"37651" "4" "1" "3" "4476651" "4476744" "Parent=AT4G07690.1"
"37652" "4" "2" "2" "4477008" "4477089" "Parent=AT4G07690.1"
"37653" "4" "3" "1" "4477191" "4477291" "Parent=AT4G07690.1"
"37654" "4" "1" "3" "4539796" "4539869" "Parent=AT4G07740.1"
"37655" "4" "2" "2" "4539964" "4540046" "Parent=AT4G07740.1"
"37656" "4" "3" "1" "4540208" "4540504" "Parent=AT4G07740.1"
"37657" "4" "1" "7" "4615191" "4615321" "Parent=AT4G07800.1"
"37658" "4" "2" "6" "4615452" "4615525" "Parent=AT4G07800.1"
"37659" "4" "3" "5" "4615615" "4615700" "Parent=AT4G07800.1"
"37660" "4" "4" "4" "4615800" "4615899" "Parent=AT4G07800.1"
"37661" "4" "5" "3" "4615956" "4616061" "Parent=AT4G07800.1"
"37662" "4" "6" "2" "4616148" "4616181" "Parent=AT4G07800.1"
"37663" "4" "7" "1" "4616642" "4616729" "Parent=AT4G07800.1"
"37664" "4" "1" "3" "4732285" "4732615" "Parent=AT4G07932.1"
"37665" "4" "2" "2" "4732692" "4732927" "Parent=AT4G07932.1"
"37666" "4" "3" "1" "4733129" "4733206" "Parent=AT4G07932.1"
"37667" "4" "1" "4" "4792705" "4792801" "Parent=AT4G07940.1"
"37668" "4" "2" "3" "4792844" "4793452" "Parent=AT4G07940.1"
"37669" "4" "3" "2" "4793551" "4793706" "Parent=AT4G07940.1"
"37670" "4" "4" "1" "4793713" "4793875" "Parent=AT4G07940.1"
"37671" "4" "1" "1" "4785520" "4785610" "Parent=AT4G07944.1"
"37672" "4" "1" "2" "4798151" "4798887" "Parent=AT4G07950.1"
"37673" "4" "2" "1" "4799105" "4799386" "Parent=AT4G07950.1"
"37674" "4" "1" "2" "4808644" "4808861" "Parent=AT4G07965.1"
"37675" "4" "2" "1" "4809143" "4809223" "Parent=AT4G07965.1"
"37676" "4" "1" "1" "4835649" "4835741" "Parent=AT4G08013.1"
"37677" "4" "1" "1" "4851640" "4851730" "Parent=AT4G08028.1"
"37678" "4" "1" "2" "4867187" "4867719" "Parent=AT4G08035.1"
"37679" "4" "2" "1" "4867800" "4868117" "Parent=AT4G08035.1"
"37680" "4" "1" "3" "4887252" "4887362" "Parent=AT4G08040.1"
"37681" "4" "2" "2" "4887493" "4887737" "Parent=AT4G08040.1"
"37682" "4" "3" "1" "4887897" "4887991" "Parent=AT4G08040.1"
"37683" "4" "1" "2" "4964771" "4964968" "Parent=AT4G08080.1"
"37684" "4" "2" "1" "4965577" "4965743" "Parent=AT4G08080.1"
"37685" "4" "1" "8" "5004235" "5004375" "Parent=AT4G08097.1"
"37686" "4" "2" "7" "5004456" "5004538" "Parent=AT4G08097.1"
"37687" "4" "3" "6" "5004617" "5004697" "Parent=AT4G08097.1"
"37688" "4" "4" "5" "5004801" "5005023" "Parent=AT4G08097.1"
"37689" "4" "5" "4" "5005103" "5005175" "Parent=AT4G08097.1"
"37690" "4" "6" "3" "5005261" "5005327" "Parent=AT4G08097.1"
"37691" "4" "7" "2" "5005461" "5005528" "Parent=AT4G08097.1"
"37692" "4" "8" "1" "5005663" "5005738" "Parent=AT4G08097.1"
"37693" "4" "1" "5" "5065182" "5065417" "Parent=AT4G08113.1"
"37694" "4" "2" "4" "5065653" "5065761" "Parent=AT4G08113.1"
"37695" "4" "3" "3" "5066485" "5066560" "Parent=AT4G08113.1"
"37696" "4" "4" "2" "5066709" "5066784" "Parent=AT4G08113.1"
"37697" "4" "5" "1" "5066881" "5066939" "Parent=AT4G08113.1"
"37698" "4" "1" "1" "5094316" "5095080" "Parent=AT4G08130.1"
"37699" "4" "1" "2" "5135725" "5135861" "Parent=AT4G08140.1"
"37700" "4" "2" "1" "5135981" "5136060" "Parent=AT4G08140.1"
"37701" "4" "1" "9" "5170296" "5170384" "Parent=AT4G08180.1"
"37702" "4" "2" "8" "5170740" "5171022" "Parent=AT4G08180.1"
"37703" "4" "3" "7" "5171118" "5171230" "Parent=AT4G08180.1"
"37704" "4" "4" "6" "5171669" "5171752" "Parent=AT4G08180.1"
"37705" "4" "5" "5" "5171907" "5171995" "Parent=AT4G08180.1"
"37706" "4" "6" "4" "5172162" "5172244" "Parent=AT4G08180.1"
"37707" "4" "7" "3" "5172384" "5172661" "Parent=AT4G08180.1"
"37708" "4" "8" "2" "5172891" "5172975" "Parent=AT4G08180.1"
"37709" "4" "9" "1" "5173088" "5173190" "Parent=AT4G08180.1"
"37710" "4" "1" "2" "5194877" "5195214" "Parent=AT4G08240.1"
"37711" "4" "2" "1" "5195282" "5195580" "Parent=AT4G08240.1"
"37712" "4" "1" "3" "5200897" "5201180" "Parent=AT4G08260.1"
"37713" "4" "2" "2" "5201273" "5201332" "Parent=AT4G08260.1"
"37714" "4" "3" "1" "5201454" "5201495" "Parent=AT4G08260.1"
"37715" "4" "1" "2" "5216895" "5217087" "Parent=AT4G08267.1"
"37716" "4" "2" "1" "5217382" "5217655" "Parent=AT4G08267.1"
"37717" "4" "1" "3" "5230560" "5230964" "Parent=AT4G08280.1"
"37718" "4" "2" "2" "5231053" "5231122" "Parent=AT4G08280.1"
"37719" "4" "3" "1" "5231244" "5231854" "Parent=AT4G08280.1"
"37720" "4" "1" "6" "5239281" "5239436" "Parent=AT4G08290.1"
"37721" "4" "2" "5" "5239498" "5239635" "Parent=AT4G08290.1"
"37722" "4" "3" "4" "5239751" "5239826" "Parent=AT4G08290.1"
"37723" "4" "4" "3" "5240072" "5240171" "Parent=AT4G08290.1"
"37724" "4" "5" "2" "5240329" "5240404" "Parent=AT4G08290.1"
"37725" "4" "6" "1" "5240555" "5240639" "Parent=AT4G08290.1"
"37726" "4" "1" "6" "5245211" "5245326" "Parent=AT4G08300.1"
"37727" "4" "2" "5" "5245388" "5246283" "Parent=AT4G08300.1"
"37728" "4" "3" "4" "5246399" "5246507" "Parent=AT4G08300.1"
"37729" "4" "4" "3" "5246756" "5247438" "Parent=AT4G08300.1"
"37730" "4" "5" "2" "5247596" "5247681" "Parent=AT4G08300.1"
"37731" "4" "6" "1" "5247832" "5247961" "Parent=AT4G08300.1"
"37732" "4" "1" "8" "5252925" "5253030" "Parent=AT4G08320.1"
"37733" "4" "2" "7" "5253296" "5253388" "Parent=AT4G08320.1"
"37734" "4" "3" "6" "5253524" "5253604" "Parent=AT4G08320.1"
"37735" "4" "4" "5" "5253670" "5253821" "Parent=AT4G08320.1"
"37736" "4" "5" "4" "5253920" "5254035" "Parent=AT4G08320.1"
"37737" "4" "6" "3" "5254198" "5254341" "Parent=AT4G08320.1"
"37738" "4" "7" "2" "5254387" "5254476" "Parent=AT4G08320.1"
"37739" "4" "8" "1" "5254526" "5254616" "Parent=AT4G08320.1"
"37740" "4" "1" "1" "5262472" "5262568" "Parent=AT4G08336.1"
"37741" "4" "1" "21" "5286684" "5286864" "Parent=AT4G08350.1"
"37742" "4" "2" "20" "5287099" "5287185" "Parent=AT4G08350.1"
"37743" "4" "3" "19" "5287331" "5287458" "Parent=AT4G08350.1"
"37744" "4" "4" "18" "5287619" "5287691" "Parent=AT4G08350.1"
"37745" "4" "5" "17" "5287774" "5287969" "Parent=AT4G08350.1"
"37746" "4" "6" "16" "5288039" "5288145" "Parent=AT4G08350.1"
"37747" "4" "7" "15" "5288502" "5288599" "Parent=AT4G08350.1"
"37748" "4" "8" "14" "5288754" "5288833" "Parent=AT4G08350.1"
"37749" "4" "9" "13" "5288930" "5289012" "Parent=AT4G08350.1"
"37750" "4" "10" "12" "5289060" "5289194" "Parent=AT4G08350.1"
"37751" "4" "11" "11" "5289346" "5289429" "Parent=AT4G08350.1"
"37752" "4" "12" "10" "5289572" "5289660" "Parent=AT4G08350.1"
"37753" "4" "13" "9" "5289762" "5290016" "Parent=AT4G08350.1"
"37754" "4" "14" "8" "5290174" "5290252" "Parent=AT4G08350.1"
"37755" "4" "15" "7" "5290297" "5290382" "Parent=AT4G08350.1"
"37756" "4" "16" "6" "5290476" "5290576" "Parent=AT4G08350.1"
"37757" "4" "17" "5" "5290654" "5290891" "Parent=AT4G08350.1"
"37758" "4" "18" "4" "5290945" "5291061" "Parent=AT4G08350.1"
"37759" "4" "19" "3" "5291178" "5291258" "Parent=AT4G08350.1"
"37760" "4" "20" "2" "5291395" "5291536" "Parent=AT4G08350.1"
"37761" "4" "21" "1" "5291630" "5291827" "Parent=AT4G08350.1"
"37762" "4" "1" "2" "5296029" "5296226" "Parent=AT4G08360.1"
"37763" "4" "2" "1" "5296308" "5296702" "Parent=AT4G08360.1"
"37764" "4" "1" "10" "5315232" "5315323" "Parent=AT4G08390.1"
"37765" "4" "2" "9" "5315590" "5315673" "Parent=AT4G08390.1"
"37766" "4" "3" "8" "5315773" "5315847" "Parent=AT4G08390.1"
"37767" "4" "4" "7" "5315934" "5316056" "Parent=AT4G08390.1"
"37768" "4" "5" "6" "5316123" "5316203" "Parent=AT4G08390.1"
"37769" "4" "6" "5" "5316289" "5316394" "Parent=AT4G08390.1"
"37770" "4" "7" "4" "5316468" "5316564" "Parent=AT4G08390.1"
"37771" "4" "8" "3" "5316641" "5316727" "Parent=AT4G08390.1"
"37772" "4" "9" "2" "5316831" "5317057" "Parent=AT4G08390.1"
"37773" "4" "10" "1" "5317096" "5317179" "Parent=AT4G08390.1"
"37774" "4" "1" "4" "5319759" "5319891" "Parent=AT4G08395.1"
"37775" "4" "2" "3" "5319974" "5320067" "Parent=AT4G08395.1"
"37776" "4" "3" "2" "5320164" "5320247" "Parent=AT4G08395.1"
"37777" "4" "4" "1" "5320334" "5320410" "Parent=AT4G08395.1"
"37778" "4" "1" "4" "5366061" "5366243" "Parent=AT4G08450.1"
"37779" "4" "2" "3" "5367371" "5367488" "Parent=AT4G08450.1"
"37780" "4" "3" "2" "5367793" "5367880" "Parent=AT4G08450.1"
"37781" "4" "4" "1" "5368287" "5369692" "Parent=AT4G08450.1"
"37782" "4" "1" "1" "5376151" "5376452" "Parent=AT4G08455.1"
"37783" "4" "1" "4" "5411110" "5411196" "Parent=AT4G08510.1"
"37784" "4" "2" "3" "5411926" "5412011" "Parent=AT4G08510.1"
"37785" "4" "3" "2" "5412088" "5412168" "Parent=AT4G08510.1"
"37786" "4" "4" "1" "5412878" "5412969" "Parent=AT4G08510.1"
"37787" "4" "1" "6" "5417388" "5417866" "Parent=AT4G08520.1"
"37788" "4" "2" "5" "5417901" "5418743" "Parent=AT4G08520.1"
"37789" "4" "3" "4" "5418902" "5419108" "Parent=AT4G08520.1"
"37790" "4" "4" "3" "5419255" "5419343" "Parent=AT4G08520.1"
"37791" "4" "5" "2" "5419420" "5420053" "Parent=AT4G08520.1"
"37792" "4" "6" "1" "5420137" "5420236" "Parent=AT4G08520.1"
"37793" "4" "1" "10" "5433839" "5433911" "Parent=AT4G08540.1"
"37794" "4" "2" "9" "5433998" "5434066" "Parent=AT4G08540.1"
"37795" "4" "3" "8" "5434239" "5434321" "Parent=AT4G08540.1"
"37796" "4" "4" "7" "5434392" "5434472" "Parent=AT4G08540.1"
"37797" "4" "5" "6" "5434549" "5434631" "Parent=AT4G08540.1"
"37798" "4" "6" "5" "5434755" "5434854" "Parent=AT4G08540.1"
"37799" "4" "7" "4" "5434926" "5435030" "Parent=AT4G08540.1"
"37800" "4" "8" "3" "5435091" "5435192" "Parent=AT4G08540.1"
"37801" "4" "9" "2" "5435575" "5435734" "Parent=AT4G08540.1"
"37802" "4" "10" "1" "5435824" "5436132" "Parent=AT4G08540.1"
"37803" "4" "1" "4" "5445487" "5445815" "Parent=AT4G08550.1"
"37804" "4" "2" "3" "5445942" "5446016" "Parent=AT4G08550.1"
"37805" "4" "3" "2" "5446307" "5446389" "Parent=AT4G08550.1"
"37806" "4" "4" "1" "5446585" "5446672" "Parent=AT4G08550.1"
"37807" "4" "1" "5" "5450716" "5451176" "Parent=AT4G08560.1"
"37808" "4" "2" "4" "5451314" "5451641" "Parent=AT4G08560.1"
"37809" "4" "3" "3" "5451934" "5452034" "Parent=AT4G08560.1"
"37810" "4" "4" "2" "5452196" "5452574" "Parent=AT4G08560.1"
"37811" "4" "5" "1" "5452737" "5452793" "Parent=AT4G08560.1"
"37812" "4" "1" "2" "5461533" "5462143" "Parent=AT4G08580.1"
"37813" "4" "2" "1" "5463385" "5463607" "Parent=AT4G08580.1"
"37814" "4" "1" "3" "5469441" "5469617" "Parent=AT4G08593.1"
"37815" "4" "2" "2" "5469679" "5469767" "Parent=AT4G08593.1"
"37816" "4" "3" "1" "5470021" "5470069" "Parent=AT4G08593.1"
"37817" "4" "1" "12" "5500370" "5500460" "Parent=AT4G08620.1"
"37818" "4" "2" "11" "5500785" "5500884" "Parent=AT4G08620.1"
"37819" "4" "3" "10" "5500932" "5501038" "Parent=AT4G08620.1"
"37820" "4" "4" "9" "5501420" "5501519" "Parent=AT4G08620.1"
"37821" "4" "5" "8" "5501584" "5501673" "Parent=AT4G08620.1"
"37822" "4" "6" "7" "5501786" "5501900" "Parent=AT4G08620.1"
"37823" "4" "7" "6" "5502016" "5502110" "Parent=AT4G08620.1"
"37824" "4" "8" "5" "5502236" "5502363" "Parent=AT4G08620.1"
"37825" "4" "9" "4" "5502649" "5502743" "Parent=AT4G08620.1"
"37826" "4" "10" "3" "5502933" "5503697" "Parent=AT4G08620.1"
"37827" "4" "11" "2" "5503782" "5503888" "Parent=AT4G08620.1"
"37828" "4" "12" "1" "5503964" "5505836" "Parent=AT4G08620.1"
"37829" "4" "1" "3" "5513447" "5513570" "Parent=AT4G08640.1"
"37830" "4" "2" "2" "5513703" "5513793" "Parent=AT4G08640.1"
"37831" "4" "3" "1" "5513926" "5514062" "Parent=AT4G08640.1"
"37832" "4" "1" "1" "5528696" "5528757" "Parent=AT4G08655.1"
"37833" "4" "1" "1" "5550716" "5550934" "Parent=AT4G08685.1"
"37834" "4" "1" "4" "5568223" "5568687" "Parent=AT4G08710.1"
"37835" "4" "2" "3" "5569464" "5569558" "Parent=AT4G08710.1"
"37836" "4" "3" "2" "5569719" "5569806" "Parent=AT4G08710.1"
"37837" "4" "4" "1" "5570249" "5570291" "Parent=AT4G08710.1"
"37838" "4" "1" "1" "5579102" "5579173" "Parent=AT4G08740.1"
"37839" "4" "1" "3" "5604359" "5607210" "Parent=AT4G08780.1"
"37840" "4" "2" "2" "5607401" "5607481" "Parent=AT4G08780.1"
"37841" "4" "3" "1" "5607649" "5607730" "Parent=AT4G08780.1"
"37842" "4" "1" "11" "5614209" "5614319" "Parent=AT4G08800.1"
"37843" "4" "2" "10" "5614359" "5614455" "Parent=AT4G08800.1"
"37844" "4" "3" "9" "5614524" "5614599" "Parent=AT4G08800.1"
"37845" "4" "4" "8" "5614627" "5614706" "Parent=AT4G08800.1"
"37846" "4" "5" "7" "5614747" "5614835" "Parent=AT4G08800.1"
"37847" "4" "6" "6" "5614925" "5615008" "Parent=AT4G08800.1"
"37848" "4" "7" "5" "5615065" "5615141" "Parent=AT4G08800.1"
"37849" "4" "8" "4" "5615202" "5615286" "Parent=AT4G08800.1"
"37850" "4" "9" "3" "5615349" "5615427" "Parent=AT4G08800.1"
"37851" "4" "10" "2" "5615511" "5615591" "Parent=AT4G08800.1"
"37852" "4" "11" "1" "5615717" "5615807" "Parent=AT4G08800.1"
"37853" "4" "1" "2" "5621955" "5622055" "Parent=AT4G08820.1"
"37854" "4" "2" "1" "5622415" "5622548" "Parent=AT4G08820.1"
"37855" "4" "1" "4" "5632286" "5632732" "Parent=AT4G08840.1"
"37856" "4" "2" "3" "5632894" "5632986" "Parent=AT4G08840.1"
"37857" "4" "3" "2" "5633149" "5633354" "Parent=AT4G08840.1"
"37858" "4" "4" "1" "5633603" "5633675" "Parent=AT4G08840.1"
"37859" "4" "1" "1" "5643998" "5644448" "Parent=AT4G08860.1"
"37860" "4" "1" "1" "5677454" "5677597" "Parent=AT4G08876.1"
"37861" "4" "1" "15" "5685655" "5685731" "Parent=AT4G08880.1"
"37862" "4" "2" "14" "5685929" "5686019" "Parent=AT4G08880.1"
"37863" "4" "3" "13" "5686617" "5686690" "Parent=AT4G08880.1"
"37864" "4" "4" "12" "5686815" "5686902" "Parent=AT4G08880.1"
"37865" "4" "5" "11" "5687066" "5687165" "Parent=AT4G08880.1"
"37866" "4" "6" "10" "5687290" "5687363" "Parent=AT4G08880.1"
"37867" "4" "7" "9" "5687467" "5687557" "Parent=AT4G08880.1"
"37868" "4" "8" "8" "5687622" "5687728" "Parent=AT4G08880.1"
"37869" "4" "9" "7" "5687787" "5687883" "Parent=AT4G08880.1"
"37870" "4" "10" "6" "5687984" "5688051" "Parent=AT4G08880.1"
"37871" "4" "11" "5" "5688110" "5688217" "Parent=AT4G08880.1"
"37872" "4" "12" "4" "5688320" "5688415" "Parent=AT4G08880.1"
"37873" "4" "13" "3" "5688499" "5688605" "Parent=AT4G08880.1"
"37874" "4" "14" "2" "5689244" "5689589" "Parent=AT4G08880.1"
"37875" "4" "15" "1" "5690239" "5690655" "Parent=AT4G08880.1"
"37876" "4" "1" "3" "5697961" "5698039" "Parent=AT4G08895.1"
"37877" "4" "2" "2" "5698153" "5698249" "Parent=AT4G08895.1"
"37878" "4" "3" "1" "5698466" "5698547" "Parent=AT4G08895.1"
"37879" "4" "1" "5" "5703651" "5703730" "Parent=AT4G08900.1"
"37880" "4" "2" "4" "5703889" "5704092" "Parent=AT4G08900.1"
"37881" "4" "3" "3" "5704225" "5704406" "Parent=AT4G08900.1"
"37882" "4" "4" "2" "5704615" "5704690" "Parent=AT4G08900.1"
"37883" "4" "5" "1" "5704800" "5704920" "Parent=AT4G08900.1"
"37884" "4" "1" "1" "5712577" "5712798" "Parent=AT4G08910.1"
"37885" "4" "1" "3" "5724593" "5724761" "Parent=AT4G08920.1"
"37886" "4" "2" "2" "5724979" "5725063" "Parent=AT4G08920.1"
"37887" "4" "3" "1" "5726551" "5726902" "Parent=AT4G08920.1"
"37888" "4" "1" "3" "5729675" "5729759" "Parent=AT4G08930.1"
"37889" "4" "2" "2" "5729949" "5730042" "Parent=AT4G08930.1"
"37890" "4" "3" "1" "5730166" "5730318" "Parent=AT4G08930.1"
"37891" "4" "1" "1" "5747494" "5747985" "Parent=AT4G08960.1"
"37892" "4" "1" "2" "5758484" "5758982" "Parent=AT4G08980.1"
"37893" "4" "2" "1" "5759303" "5759466" "Parent=AT4G08980.1"
"37894" "4" "1" "10" "5766174" "5766457" "Parent=AT4G08990.1"
"37895" "4" "2" "9" "5767969" "5768070" "Parent=AT4G08990.1"
"37896" "4" "3" "8" "5768234" "5768338" "Parent=AT4G08990.1"
"37897" "4" "4" "7" "5768536" "5768612" "Parent=AT4G08990.1"
"37898" "4" "5" "6" "5768723" "5768813" "Parent=AT4G08990.1"
"37899" "4" "6" "5" "5768960" "5769037" "Parent=AT4G08990.1"
"37900" "4" "7" "4" "5769234" "5769344" "Parent=AT4G08990.1"
"37901" "4" "8" "3" "5769622" "5769720" "Parent=AT4G08990.1"
"37902" "4" "9" "2" "5769881" "5769978" "Parent=AT4G08990.1"
"37903" "4" "10" "1" "5770196" "5770347" "Parent=AT4G08990.1"
"37904" "4" "1" "3" "5775878" "5775956" "Parent=AT4G09000.1"
"37905" "4" "2" "2" "5776078" "5776170" "Parent=AT4G09000.1"
"37906" "4" "3" "1" "5776286" "5777086" "Parent=AT4G09000.1"
"37907" "4" "1" "23" "5784202" "5784274" "Parent=AT4G09020.1"
"37908" "4" "2" "22" "5784322" "5784418" "Parent=AT4G09020.1"
"37909" "4" "3" "21" "5784477" "5784558" "Parent=AT4G09020.1"
"37910" "4" "4" "20" "5784712" "5784799" "Parent=AT4G09020.1"
"37911" "4" "5" "19" "5784892" "5784979" "Parent=AT4G09020.1"
"37912" "4" "6" "18" "5785215" "5785352" "Parent=AT4G09020.1"
"37913" "4" "7" "17" "5785456" "5785662" "Parent=AT4G09020.1"
"37914" "4" "8" "16" "5785766" "5785932" "Parent=AT4G09020.1"
"37915" "4" "9" "15" "5786066" "5786183" "Parent=AT4G09020.1"
"37916" "4" "10" "14" "5786269" "5786353" "Parent=AT4G09020.1"
"37917" "4" "11" "13" "5786404" "5786525" "Parent=AT4G09020.1"
"37918" "4" "12" "12" "5786588" "5786775" "Parent=AT4G09020.1"
"37919" "4" "13" "11" "5786874" "5786967" "Parent=AT4G09020.1"
"37920" "4" "14" "10" "5787067" "5787203" "Parent=AT4G09020.1"
"37921" "4" "15" "9" "5787254" "5787339" "Parent=AT4G09020.1"
"37922" "4" "16" "8" "5787401" "5787520" "Parent=AT4G09020.1"
"37923" "4" "17" "7" "5787609" "5787686" "Parent=AT4G09020.1"
"37924" "4" "18" "6" "5787758" "5787862" "Parent=AT4G09020.1"
"37925" "4" "19" "5" "5787941" "5788024" "Parent=AT4G09020.1"
"37926" "4" "20" "4" "5788128" "5788214" "Parent=AT4G09020.1"
"37927" "4" "21" "3" "5788312" "5788389" "Parent=AT4G09020.1"
"37928" "4" "22" "2" "5788450" "5788546" "Parent=AT4G09020.1"
"37929" "4" "23" "1" "5788657" "5788729" "Parent=AT4G09020.1"
"37930" "4" "1" "2" "5802321" "5802421" "Parent=AT4G09070.1"
"37931" "4" "2" "1" "5802832" "5803159" "Parent=AT4G09070.1"
"37932" "4" "1" "6" "5803932" "5804442" "Parent=AT4G09080.1"
"37933" "4" "2" "5" "5804594" "5804694" "Parent=AT4G09080.1"
"37934" "4" "3" "4" "5804804" "5804897" "Parent=AT4G09080.1"
"37935" "4" "4" "3" "5805088" "5805164" "Parent=AT4G09080.1"
"37936" "4" "5" "2" "5805412" "5805489" "Parent=AT4G09080.1"
"37937" "4" "6" "1" "5805743" "5805854" "Parent=AT4G09080.1"
"37938" "4" "1" "11" "5828938" "5829009" "Parent=AT4G09150.1"
"37939" "4" "2" "10" "5829127" "5829206" "Parent=AT4G09150.1"
"37940" "4" "3" "9" "5829650" "5829737" "Parent=AT4G09150.1"
"37941" "4" "4" "8" "5829852" "5829933" "Parent=AT4G09150.1"
"37942" "4" "5" "7" "5830671" "5830822" "Parent=AT4G09150.1"
"37943" "4" "6" "6" "5830966" "5831047" "Parent=AT4G09150.1"
"37944" "4" "7" "5" "5831204" "5831329" "Parent=AT4G09150.1"
"37945" "4" "8" "4" "5831517" "5831607" "Parent=AT4G09150.1"
"37946" "4" "9" "3" "5831834" "5832183" "Parent=AT4G09150.1"
"37947" "4" "10" "2" "5832507" "5832735" "Parent=AT4G09150.1"
"37948" "4" "11" "1" "5832918" "5833016" "Parent=AT4G09150.1"
"37949" "4" "1" "1" "5835146" "5835234" "Parent=AT4G09153.1"
"37950" "4" "1" "3" "5841233" "5841313" "Parent=AT4G09160.1"
"37951" "4" "2" "2" "5841437" "5841521" "Parent=AT4G09160.1"
"37952" "4" "3" "1" "5841671" "5841901" "Parent=AT4G09160.1"
"37953" "4" "1" "4" "5847965" "5848458" "Parent=AT4G09180.1"
"37954" "4" "2" "3" "5848604" "5848809" "Parent=AT4G09180.1"
"37955" "4" "3" "2" "5848874" "5849245" "Parent=AT4G09180.1"
"37956" "4" "4" "1" "5849313" "5849447" "Parent=AT4G09180.1"
"37957" "4" "1" "8" "5859639" "5859978" "Parent=AT4G09200.1"
"37958" "4" "2" "7" "5860136" "5860293" "Parent=AT4G09200.1"
"37959" "4" "3" "6" "5860428" "5860579" "Parent=AT4G09200.1"
"37960" "4" "4" "5" "5860655" "5860729" "Parent=AT4G09200.1"
"37961" "4" "5" "4" "5860870" "5861014" "Parent=AT4G09200.1"
"37962" "4" "6" "3" "5861082" "5861172" "Parent=AT4G09200.1"
"37963" "4" "7" "2" "5861228" "5861300" "Parent=AT4G09200.1"
"37964" "4" "8" "1" "5861386" "5861465" "Parent=AT4G09200.1"
"37965" "4" "1" "3" "5870478" "5870699" "Parent=AT4G09210.1"
"37966" "4" "2" "2" "5870724" "5870813" "Parent=AT4G09210.1"
"37967" "4" "3" "1" "5870937" "5871037" "Parent=AT4G09210.1"
